user,item,recommended
1,29,3.0
1,30,3.0
1,31,3.0
1,32,3.0
1,33,3.0
1,34,3.0
1,35,3.0
1,36,3.0
1,37,3.0
1,38,3.0
1,39,3.0
1,40,3.0
1,41,3.0
1,42,3.0
1,43,3.0
1,44,3.0
1,45,3.0
1,46,3.0
1,47,3.0
1,48,3.0
1,49,3.0
1,50,3.0
1,51,3.0
1,52,3.0
1,53,3.0
1,54,3.0
1,55,3.0
1,56,3.0
1,57,3.0
1,58,3.0
1,59,3.0
1,60,3.0
1,61,3.0
1,62,3.0
1,63,3.0
1,64,3.0
1,65,3.0
1,66,3.0
1,67,3.0
1,68,3.0
1,69,3.0
1,70,3.0
1,71,3.0
1,72,3.0
1,73,3.0
1,74,3.0
1,75,3.0
1,76,3.0
1,77,3.0
1,78,3.0
1,79,3.0
1,80,3.0
1,81,3.0
1,82,3.0
1,83,3.0
1,84,3.0
1,85,3.0
1,86,3.0
1,87,3.0
1,88,3.0
1,89,3.0
1,90,3.0
1,91,3.0
1,92,3.0
1,93,3.0
1,94,3.0
1,95,3.0
1,96,3.0
1,97,3.0
1,98,3.0
1,99,3.0
1,100,3.0
2,0,3.1666666666666665
2,1,3.1666666666666665
2,2,3.1666666666666665
2,3,3.1666666666666665
2,4,3.1666666666666665
2,5,3.1666666666666665
2,6,3.1666666666666665
2,7,3.1666666666666665
2,8,3.1666666666666665
2,9,3.1666666666666665
2,10,3.1666666666666665
2,11,3.1666666666666665
2,12,3.1666666666666665
2,13,3.1666666666666665
2,14,3.1666666666666665
2,15,3.1666666666666665
2,16,3.1666666666666665
2,17,3.1666666666666665
2,18,3.1666666666666665
2,19,3.1666666666666665
2,20,3.1666666666666665
2,21,3.1666666666666665
2,22,3.1666666666666665
2,23,3.1666666666666665
2,24,3.1666666666666665
2,25,3.1666666666666665
2,26,3.1666666666666665
2,27,3.1666666666666665
2,28,3.1666666666666665
2,29,3.1666666666666665
2,30,3.1666666666666665
2,31,3.1666666666666665
2,32,3.1666666666666665
2,33,3.1666666666666665
2,34,3.1666666666666665
2,35,3.1666666666666665
2,36,3.1666666666666665
2,37,3.1666666666666665
2,38,3.1666666666666665
2,39,3.1666666666666665
2,40,3.1666666666666665
2,41,3.1666666666666665
2,42,3.1666666666666665
2,43,3.1666666666666665
2,44,3.1666666666666665
2,45,3.1666666666666665
2,46,3.1666666666666665
2,47,3.1666666666666665
2,48,3.1666666666666665
2,49,3.1666666666666665
2,50,3.1666666666666665
2,51,3.1666666666666665
2,52,3.1666666666666665
2,53,3.1666666666666665
2,54,3.1666666666666665
2,55,3.1666666666666665
2,56,3.1666666666666665
2,57,3.1666666666666665
2,58,3.1666666666666665
2,59,3.1666666666666665
2,60,3.1666666666666665
2,61,3.1666666666666665
2,62,3.1666666666666665
2,63,3.1666666666666665
2,64,3.1666666666666665
2,65,3.1666666666666665
2,66,3.1666666666666665
2,67,3.1666666666666665
2,68,3.1666666666666665
2,69,3.1666666666666665
2,70,3.1666666666666665
2,71,3.1666666666666665
2,72,3.1666666666666665
2,73,3.1666666666666665
2,74,3.1666666666666665
2,75,3.1666666666666665
2,76,3.1666666666666665
2,77,3.1666666666666665
2,78,3.1666666666666665
2,79,3.1666666666666665
2,80,3.1666666666666665
2,81,3.1666666666666665
2,82,3.1666666666666665
2,83,3.1666666666666665
2,84,3.1666666666666665
2,85,3.1666666666666665
2,86,3.1666666666666665
2,87,3.1666666666666665
2,88,3.1666666666666665
2,89,3.1666666666666665
2,90,3.1666666666666665
2,91,3.1666666666666665
2,92,3.1666666666666665
2,93,3.1666666666666665
2,94,3.1666666666666665
2,95,3.1666666666666665
2,96,3.1666666666666665
2,97,3.1666666666666665
2,98,3.1666666666666665
2,99,3.1666666666666665
2,100,3.1666666666666665
3,0,2.0
3,1,2.0
3,2,2.0
3,3,2.0
3,4,2.0
3,5,2.0
3,6,2.0
3,7,2.0
3,8,2.0
3,9,2.0
3,10,2.0
3,11,2.0
3,12,2.0
3,13,2.0
3,14,2.0
3,15,2.0
3,16,2.0
3,17,2.0
3,18,2.0
3,19,2.0
3,20,2.0
3,21,2.0
3,22,2.0
3,23,2.0
3,24,2.0
3,25,2.0
3,26,2.0
3,27,2.0
3,28,2.0
3,29,2.0
3,30,2.0
3,31,2.0
3,32,2.0
3,33,2.0
3,34,2.0
3,35,2.0
3,36,2.0
3,37,2.0
3,38,2.0
3,39,2.0
3,40,2.0
3,41,2.0
3,42,2.0
3,43,2.0
3,44,2.0
3,45,2.0
3,46,2.0
3,47,2.0
3,48,2.0
3,49,2.0
3,50,2.0
3,51,2.0
3,52,2.0
3,53,2.0
3,54,2.0
3,55,2.0
3,56,2.0
3,57,2.0
3,58,2.0
3,59,2.0
3,60,2.0
3,61,2.0
3,62,2.0
3,63,2.0
3,64,2.0
3,65,2.0
3,66,2.0
3,67,2.0
3,68,2.0
3,69,2.0
3,70,2.0
3,71,2.0
3,72,2.0
3,73,2.0
3,74,2.0
3,75,2.0
3,76,2.0
3,77,2.0
3,78,2.0
3,79,2.0
3,80,2.0
3,81,2.0
3,82,2.0
3,83,2.0
3,84,2.0
3,85,2.0
3,86,2.0
3,87,2.0
3,88,2.0
3,89,2.0
3,90,2.0
3,91,2.0
3,92,2.0
3,93,2.0
3,94,2.0
3,95,2.0
3,96,2.0
3,97,2.0
3,98,2.0
3,99,2.0
3,100,2.0
4,0,2.375
4,1,2.375
4,2,2.375
4,3,2.375
4,4,2.375
4,5,2.375
4,6,2.375
4,7,2.375
4,8,2.375
4,9,2.375
4,10,2.375
4,11,2.375
4,12,2.375
4,13,2.375
4,14,2.375
4,15,2.375
4,16,2.375
4,17,2.375
4,18,2.375
4,19,2.375
4,20,2.375
4,21,2.375
4,22,2.375
4,23,2.375
4,24,2.375
4,25,2.375
4,26,2.375
4,27,2.375
4,28,2.375
4,29,2.375
4,30,2.375
4,31,2.375
4,32,2.375
4,33,2.375
4,34,2.375
4,35,2.375
4,36,2.375
4,37,2.375
4,38,2.375
4,39,2.375
4,40,2.375
4,41,2.375
4,42,2.375
4,43,2.375
4,44,2.375
4,45,2.375
4,46,2.375
4,47,2.375
4,48,2.375
4,49,2.375
4,50,2.375
4,51,2.375
4,52,2.375
4,53,2.375
4,54,2.375
4,55,2.375
4,56,2.375
4,57,2.375
4,58,2.375
4,59,2.375
4,60,2.375
4,61,2.375
4,62,2.375
4,63,2.375
4,64,2.375
4,65,2.375
4,66,2.375
4,67,2.375
4,68,2.375
4,69,2.375
4,70,2.375
4,71,2.375
4,72,2.375
4,73,2.375
4,74,2.375
4,75,2.375
4,76,2.375
4,77,2.375
4,78,2.375
4,79,2.375
4,80,2.375
4,81,2.375
4,82,2.375
4,83,2.375
4,84,2.375
4,85,2.375
4,86,2.375
4,87,2.375
4,88,2.375
4,89,2.375
4,90,2.375
4,91,2.375
4,92,2.375
4,93,2.375
4,94,2.375
4,95,2.375
4,96,2.375
4,97,2.375
4,98,2.375
4,99,2.375
4,100,2.375
5,0,3.0
5,1,3.0
5,2,3.0
5,3,3.0
5,4,3.0
5,5,3.0
5,6,3.0
5,7,3.0
5,8,3.0
5,9,3.0
5,10,3.0
5,11,3.0
5,12,3.0
5,13,3.0
5,14,3.0
5,15,3.0
5,16,3.0
5,17,3.0
5,18,3.0
5,19,3.0
5,20,3.0
5,21,3.0
5,22,3.0
5,23,3.0
5,24,3.0
5,25,3.0
5,26,3.0
5,27,3.0
5,28,3.0
5,29,3.0
5,30,3.0
5,31,3.0
5,32,3.0
5,33,3.0
5,34,3.0
5,35,3.0
5,36,3.0
5,37,3.0
5,38,3.0
5,39,3.0
5,40,3.0
5,41,3.0
5,42,3.0
5,43,3.0
5,44,3.0
5,45,3.0
5,46,3.0
5,47,3.0
5,48,3.0
5,49,3.0
5,50,3.0
5,51,3.0
5,52,3.0
5,53,3.0
5,54,3.0
5,55,3.0
5,56,3.0
5,57,3.0
5,58,3.0
5,59,3.0
5,60,3.0
5,61,3.0
5,62,3.0
5,63,3.0
5,64,3.0
5,65,3.0
5,66,3.0
5,67,3.0
5,68,3.0
5,69,3.0
5,70,3.0
5,71,3.0
5,72,3.0
5,73,3.0
5,74,3.0
5,75,3.0
5,76,3.0
5,77,3.0
5,78,3.0
5,79,3.0
5,80,3.0
5,81,3.0
5,82,3.0
5,83,3.0
5,84,3.0
5,85,3.0
5,86,3.0
5,87,3.0
5,88,3.0
5,89,3.0
5,90,3.0
5,91,3.0
5,92,3.0
5,93,3.0
5,94,3.0
5,95,3.0
5,96,3.0
5,97,3.0
5,98,3.0
5,99,3.0
5,100,3.0
6,0,2.3529411764705883
6,1,2.3529411764705883
6,2,2.3529411764705883
6,3,2.3529411764705883
6,4,2.3529411764705883
6,5,2.3529411764705883
6,6,2.3529411764705883
6,7,2.3529411764705883
6,8,2.3529411764705883
6,9,2.3529411764705883
6,10,2.3529411764705883
6,11,2.3529411764705883
6,12,2.3529411764705883
6,13,2.3529411764705883
6,14,2.3529411764705883
6,15,2.3529411764705883
6,16,2.3529411764705883
6,17,2.3529411764705883
6,18,2.3529411764705883
6,19,2.3529411764705883
6,20,2.3529411764705883
6,21,2.3529411764705883
6,22,2.3529411764705883
6,23,2.3529411764705883
6,24,2.3529411764705883
6,25,2.3529411764705883
6,26,2.3529411764705883
6,27,2.3529411764705883
6,28,2.3529411764705883
6,29,2.3529411764705883
6,30,2.3529411764705883
6,31,2.3529411764705883
6,32,2.3529411764705883
6,33,2.3529411764705883
6,34,2.3529411764705883
6,35,2.3529411764705883
6,36,2.3529411764705883
6,37,2.3529411764705883
6,38,2.3529411764705883
6,39,2.3529411764705883
6,40,2.3529411764705883
6,41,2.3529411764705883
6,42,2.3529411764705883
6,43,2.3529411764705883
6,44,2.3529411764705883
6,45,2.3529411764705883
6,46,2.3529411764705883
6,47,2.3529411764705883
6,48,2.3529411764705883
6,49,2.3529411764705883
6,50,2.3529411764705883
6,51,2.3529411764705883
6,52,2.3529411764705883
6,53,2.3529411764705883
6,54,2.3529411764705883
6,55,2.3529411764705883
6,56,2.3529411764705883
6,57,2.3529411764705883
6,58,2.3529411764705883
6,59,2.3529411764705883
6,60,2.3529411764705883
6,61,2.3529411764705883
6,62,2.3529411764705883
6,63,2.3529411764705883
6,64,2.3529411764705883
6,65,2.3529411764705883
6,66,2.3529411764705883
6,67,2.3529411764705883
6,68,2.3529411764705883
6,69,2.3529411764705883
6,70,2.3529411764705883
6,71,2.3529411764705883
6,72,2.3529411764705883
6,73,2.3529411764705883
6,74,2.3529411764705883
6,75,2.3529411764705883
6,76,2.3529411764705883
6,77,2.3529411764705883
6,78,2.3529411764705883
6,79,2.3529411764705883
6,80,2.3529411764705883
6,81,2.3529411764705883
6,82,2.3529411764705883
6,83,2.3529411764705883
6,84,2.3529411764705883
6,85,2.3529411764705883
6,86,2.3529411764705883
6,87,2.3529411764705883
6,88,2.3529411764705883
6,89,2.3529411764705883
6,90,2.3529411764705883
6,91,2.3529411764705883
6,92,2.3529411764705883
6,93,2.3529411764705883
6,94,2.3529411764705883
6,95,2.3529411764705883
6,96,2.3529411764705883
6,97,2.3529411764705883
6,98,2.3529411764705883
6,99,2.3529411764705883
6,100,2.3529411764705883
7,0,2.9
7,1,2.9
7,2,2.9
7,3,2.9
7,4,2.9
7,5,2.9
7,6,2.9
7,7,2.9
7,8,2.9
7,9,2.9
7,10,2.9
7,11,2.9
7,12,2.9
7,13,2.9
7,14,2.9
7,15,2.9
7,16,2.9
7,17,2.9
7,18,2.9
7,19,2.9
7,20,2.9
7,21,2.9
7,22,2.9
7,23,2.9
7,24,2.9
7,25,2.9
7,26,2.9
7,27,2.9
7,28,2.9
7,29,2.9
7,30,2.9
7,31,2.9
7,32,2.9
7,33,2.9
7,34,2.9
7,35,2.9
7,36,2.9
7,37,2.9
7,38,2.9
7,39,2.9
7,40,2.9
7,41,2.9
7,42,2.9
7,43,2.9
7,44,2.9
7,45,2.9
7,46,2.9
7,47,2.9
7,48,2.9
7,49,2.9
7,50,2.9
7,51,2.9
7,52,2.9
7,53,2.9
7,54,2.9
7,55,2.9
7,56,2.9
7,57,2.9
7,58,2.9
7,59,2.9
7,60,2.9
7,61,2.9
7,62,2.9
7,63,2.9
7,64,2.9
7,65,2.9
7,66,2.9
7,67,2.9
7,68,2.9
7,69,2.9
7,70,2.9
7,71,2.9
7,72,2.9
7,73,2.9
7,74,2.9
7,75,2.9
7,76,2.9
7,77,2.9
7,78,2.9
7,79,2.9
7,80,2.9
7,81,2.9
7,82,2.9
7,83,2.9
7,84,2.9
7,85,2.9
7,86,2.9
7,87,2.9
7,88,2.9
7,89,2.9
7,90,2.9
7,91,2.9
7,92,2.9
7,93,2.9
7,94,2.9
7,95,2.9
7,96,2.9
7,97,2.9
7,98,2.9
7,99,2.9
7,100,2.9
8,0,3.125
8,1,3.125
8,2,3.125
8,3,3.125
8,4,3.125
8,5,3.125
8,6,3.125
8,7,3.125
8,8,3.125
8,9,3.125
8,10,3.125
8,11,3.125
8,12,3.125
8,13,3.125
8,14,3.125
8,15,3.125
8,16,3.125
8,17,3.125
8,18,3.125
8,19,3.125
8,20,3.125
8,21,3.125
8,22,3.125
8,23,3.125
8,24,3.125
8,25,3.125
8,26,3.125
8,27,3.125
8,28,3.125
8,29,3.125
8,30,3.125
8,31,3.125
8,32,3.125
8,33,3.125
8,34,3.125
8,35,3.125
8,36,3.125
8,37,3.125
8,38,3.125
8,39,3.125
8,40,3.125
8,41,3.125
8,42,3.125
8,43,3.125
8,44,3.125
8,45,3.125
8,46,3.125
8,47,3.125
8,48,3.125
8,49,3.125
8,50,3.125
8,51,3.125
8,52,3.125
8,53,3.125
8,54,3.125
8,55,3.125
8,56,3.125
8,57,3.125
8,58,3.125
8,59,3.125
8,60,3.125
8,61,3.125
8,62,3.125
8,63,3.125
8,64,3.125
8,65,3.125
8,66,3.125
8,67,3.125
8,68,3.125
8,69,3.125
8,70,3.125
8,71,3.125
8,72,3.125
8,73,3.125
8,74,3.125
8,75,3.125
8,76,3.125
8,77,3.125
8,78,3.125
8,79,3.125
8,80,3.125
8,81,3.125
8,82,3.125
8,83,3.125
8,84,3.125
8,85,3.125
8,86,3.125
8,87,3.125
8,88,3.125
8,89,3.125
8,90,3.125
8,91,3.125
8,92,3.125
8,93,3.125
8,94,3.125
8,95,3.125
8,96,3.125
8,97,3.125
8,98,3.125
8,99,3.125
8,100,3.125
9,0,2.888888888888889
9,1,2.888888888888889
9,2,2.888888888888889
9,3,2.888888888888889
9,4,2.888888888888889
9,5,2.888888888888889
9,6,2.888888888888889
9,7,2.888888888888889
9,8,2.888888888888889
9,9,2.888888888888889
9,10,2.888888888888889
9,11,2.888888888888889
9,12,2.888888888888889
9,13,2.888888888888889
9,14,2.888888888888889
9,15,2.888888888888889
9,16,2.888888888888889
9,17,2.888888888888889
9,18,2.888888888888889
9,19,2.888888888888889
9,20,2.888888888888889
9,21,2.888888888888889
9,22,2.888888888888889
9,23,2.888888888888889
9,24,2.888888888888889
9,25,2.888888888888889
9,26,2.888888888888889
9,27,2.888888888888889
9,28,2.888888888888889
9,29,2.888888888888889
9,30,2.888888888888889
9,31,2.888888888888889
9,32,2.888888888888889
9,33,2.888888888888889
9,34,2.888888888888889
9,35,2.888888888888889
9,36,2.888888888888889
9,37,2.888888888888889
9,38,2.888888888888889
9,39,2.888888888888889
9,40,2.888888888888889
9,41,2.888888888888889
9,42,2.888888888888889
9,43,2.888888888888889
9,44,2.888888888888889
9,45,2.888888888888889
9,46,2.888888888888889
9,47,2.888888888888889
9,48,2.888888888888889
9,49,2.888888888888889
9,50,2.888888888888889
9,51,2.888888888888889
9,52,2.888888888888889
9,53,2.888888888888889
9,54,2.888888888888889
9,55,2.888888888888889
9,56,2.888888888888889
9,57,2.888888888888889
9,58,2.888888888888889
9,59,2.888888888888889
9,60,2.888888888888889
9,61,2.888888888888889
9,62,2.888888888888889
9,63,2.888888888888889
9,64,2.888888888888889
9,65,2.888888888888889
9,66,2.888888888888889
9,67,2.888888888888889
9,68,2.888888888888889
9,69,2.888888888888889
9,70,2.888888888888889
9,71,2.888888888888889
9,72,2.888888888888889
9,73,2.888888888888889
9,74,2.888888888888889
9,75,2.888888888888889
9,76,2.888888888888889
9,77,2.888888888888889
9,78,2.888888888888889
9,79,2.888888888888889
9,80,2.888888888888889
9,81,2.888888888888889
9,82,2.888888888888889
9,83,2.888888888888889
9,84,2.888888888888889
9,85,2.888888888888889
9,86,2.888888888888889
9,87,2.888888888888889
9,88,2.888888888888889
9,89,2.888888888888889
9,90,2.888888888888889
9,91,2.888888888888889
9,92,2.888888888888889
9,93,2.888888888888889
9,94,2.888888888888889
9,95,2.888888888888889
9,96,2.888888888888889
9,97,2.888888888888889
9,98,2.888888888888889
9,99,2.888888888888889
9,100,2.888888888888889
10,0,2.3333333333333335
10,1,2.3333333333333335
10,2,2.3333333333333335
10,3,2.3333333333333335
10,4,2.3333333333333335
10,5,2.3333333333333335
10,6,2.3333333333333335
10,7,2.3333333333333335
10,8,2.3333333333333335
10,9,2.3333333333333335
10,10,2.3333333333333335
10,11,2.3333333333333335
10,12,2.3333333333333335
10,13,2.3333333333333335
10,14,2.3333333333333335
10,15,2.3333333333333335
10,16,2.3333333333333335
10,17,2.3333333333333335
10,18,2.3333333333333335
10,19,2.3333333333333335
10,20,2.3333333333333335
10,21,2.3333333333333335
10,22,2.3333333333333335
10,23,2.3333333333333335
10,24,2.3333333333333335
10,25,2.3333333333333335
10,26,2.3333333333333335
10,27,2.3333333333333335
10,28,2.3333333333333335
10,29,2.3333333333333335
10,30,2.3333333333333335
10,31,2.3333333333333335
10,32,2.3333333333333335
10,33,2.3333333333333335
10,34,2.3333333333333335
10,35,2.3333333333333335
10,36,2.3333333333333335
10,37,2.3333333333333335
10,38,2.3333333333333335
10,39,2.3333333333333335
10,40,2.3333333333333335
10,41,2.3333333333333335
10,42,2.3333333333333335
10,43,2.3333333333333335
10,44,2.3333333333333335
10,45,2.3333333333333335
10,46,2.3333333333333335
10,47,2.3333333333333335
10,48,2.3333333333333335
10,49,2.3333333333333335
10,50,2.3333333333333335
10,51,2.3333333333333335
10,52,2.3333333333333335
10,53,2.3333333333333335
10,54,2.3333333333333335
10,55,2.3333333333333335
10,56,2.3333333333333335
10,57,2.3333333333333335
10,58,2.3333333333333335
10,59,2.3333333333333335
10,60,2.3333333333333335
10,61,2.3333333333333335
10,62,2.3333333333333335
10,63,2.3333333333333335
10,64,2.3333333333333335
10,65,2.3333333333333335
10,66,2.3333333333333335
10,67,2.3333333333333335
10,68,2.3333333333333335
10,69,2.3333333333333335
10,70,2.3333333333333335
10,71,2.3333333333333335
10,72,2.3333333333333335
10,73,2.3333333333333335
10,74,2.3333333333333335
10,75,2.3333333333333335
10,76,2.3333333333333335
10,77,2.3333333333333335
10,78,2.3333333333333335
10,79,2.3333333333333335
10,80,2.3333333333333335
10,81,2.3333333333333335
10,82,2.3333333333333335
10,83,2.3333333333333335
10,84,2.3333333333333335
10,85,2.3333333333333335
10,86,2.3333333333333335
10,87,2.3333333333333335
10,88,2.3333333333333335
10,89,2.3333333333333335
10,90,2.3333333333333335
10,91,2.3333333333333335
10,92,2.3333333333333335
10,93,2.3333333333333335
10,94,2.3333333333333335
10,95,2.3333333333333335
10,96,2.3333333333333335
10,97,2.3333333333333335
10,98,2.3333333333333335
10,99,2.3333333333333335
10,100,2.3333333333333335
11,0,2.9
11,1,2.9
11,2,2.9
11,3,2.9
11,4,2.9
11,5,2.9
11,6,2.9
11,7,2.9
11,8,2.9
11,9,2.9
11,10,2.9
11,11,2.9
11,12,2.9
11,13,2.9
11,14,2.9
11,15,2.9
11,16,2.9
11,17,2.9
11,18,2.9
11,19,2.9
11,20,2.9
11,21,2.9
11,22,2.9
11,23,2.9
11,24,2.9
11,25,2.9
11,26,2.9
11,27,2.9
11,28,2.9
11,29,2.9
11,30,2.9
11,31,2.9
11,32,2.9
11,33,2.9
11,34,2.9
11,35,2.9
11,36,2.9
11,37,2.9
11,38,2.9
11,39,2.9
11,40,2.9
11,41,2.9
11,42,2.9
11,43,2.9
11,44,2.9
11,45,2.9
11,46,2.9
11,47,2.9
11,48,2.9
11,49,2.9
11,50,2.9
11,51,2.9
11,52,2.9
11,53,2.9
11,54,2.9
11,55,2.9
11,56,2.9
11,57,2.9
11,58,2.9
11,59,2.9
11,60,2.9
11,61,2.9
11,62,2.9
11,63,2.9
11,64,2.9
11,65,2.9
11,66,2.9
11,67,2.9
11,68,2.9
11,69,2.9
11,70,2.9
11,71,2.9
11,72,2.9
11,73,2.9
11,74,2.9
11,75,2.9
11,76,2.9
11,77,2.9
11,78,2.9
11,79,2.9
11,80,2.9
11,81,2.9
11,82,2.9
11,83,2.9
11,84,2.9
11,85,2.9
11,86,2.9
11,87,2.9
11,88,2.9
11,89,2.9
11,90,2.9
11,91,2.9
11,92,2.9
11,93,2.9
11,94,2.9
11,95,2.9
11,96,2.9
11,97,2.9
11,98,2.9
11,99,2.9
11,100,2.9
12,0,2.5555555555555554
12,1,2.5555555555555554
12,2,2.5555555555555554
12,3,2.5555555555555554
12,4,2.5555555555555554
12,5,2.5555555555555554
12,6,2.5555555555555554
12,7,2.5555555555555554
12,8,2.5555555555555554
12,9,2.5555555555555554
12,10,2.5555555555555554
12,11,2.5555555555555554
12,12,2.5555555555555554
12,13,2.5555555555555554
12,14,2.5555555555555554
12,15,2.5555555555555554
12,16,2.5555555555555554
12,17,2.5555555555555554
12,18,2.5555555555555554
12,19,2.5555555555555554
12,20,2.5555555555555554
12,21,2.5555555555555554
12,22,2.5555555555555554
12,23,2.5555555555555554
12,24,2.5555555555555554
12,25,2.5555555555555554
12,26,2.5555555555555554
12,27,2.5555555555555554
12,28,2.5555555555555554
12,29,2.5555555555555554
12,30,2.5555555555555554
12,31,2.5555555555555554
12,32,2.5555555555555554
12,33,2.5555555555555554
12,34,2.5555555555555554
12,35,2.5555555555555554
12,36,2.5555555555555554
12,37,2.5555555555555554
12,38,2.5555555555555554
12,39,2.5555555555555554
12,40,2.5555555555555554
12,41,2.5555555555555554
12,42,2.5555555555555554
12,43,2.5555555555555554
12,44,2.5555555555555554
12,45,2.5555555555555554
12,46,2.5555555555555554
12,47,2.5555555555555554
12,48,2.5555555555555554
12,49,2.5555555555555554
12,50,2.5555555555555554
12,51,2.5555555555555554
12,52,2.5555555555555554
12,53,2.5555555555555554
12,54,2.5555555555555554
12,55,2.5555555555555554
12,56,2.5555555555555554
12,57,2.5555555555555554
12,58,2.5555555555555554
12,59,2.5555555555555554
12,60,2.5555555555555554
12,61,2.5555555555555554
12,62,2.5555555555555554
12,63,2.5555555555555554
12,64,2.5555555555555554
12,65,2.5555555555555554
12,66,2.5555555555555554
12,67,2.5555555555555554
12,68,2.5555555555555554
12,69,2.5555555555555554
12,70,2.5555555555555554
12,71,2.5555555555555554
12,72,2.5555555555555554
12,73,2.5555555555555554
12,74,2.5555555555555554
12,75,2.5555555555555554
12,76,2.5555555555555554
12,77,2.5555555555555554
12,78,2.5555555555555554
12,79,2.5555555555555554
12,80,2.5555555555555554
12,81,2.5555555555555554
12,82,2.5555555555555554
12,83,2.5555555555555554
12,84,2.5555555555555554
12,85,2.5555555555555554
12,86,2.5555555555555554
12,87,2.5555555555555554
12,88,2.5555555555555554
12,89,2.5555555555555554
12,90,2.5555555555555554
12,91,2.5555555555555554
12,92,2.5555555555555554
12,93,2.5555555555555554
12,94,2.5555555555555554
12,95,2.5555555555555554
12,96,2.5555555555555554
12,97,2.5555555555555554
12,98,2.5555555555555554
12,99,2.5555555555555554
12,100,2.5555555555555554
13,0,2.4
13,1,2.4
13,2,2.4
13,3,2.4
13,4,2.4
13,5,2.4
13,6,2.4
13,7,2.4
13,8,2.4
13,9,2.4
13,10,2.4
13,11,2.4
13,12,2.4
13,13,2.4
13,14,2.4
13,15,2.4
13,16,2.4
13,17,2.4
13,18,2.4
13,19,2.4
13,20,2.4
13,21,2.4
13,22,2.4
13,23,2.4
13,24,2.4
13,25,2.4
13,26,2.4
13,27,2.4
13,28,2.4
13,29,2.4
13,30,2.4
13,31,2.4
13,32,2.4
13,33,2.4
13,34,2.4
13,35,2.4
13,36,2.4
13,37,2.4
13,38,2.4
13,39,2.4
13,40,2.4
13,41,2.4
13,42,2.4
13,43,2.4
13,44,2.4
13,45,2.4
13,46,2.4
13,47,2.4
13,48,2.4
13,49,2.4
13,50,2.4
13,51,2.4
13,52,2.4
13,53,2.4
13,54,2.4
13,55,2.4
13,56,2.4
13,57,2.4
13,58,2.4
13,59,2.4
13,60,2.4
13,61,2.4
13,62,2.4
13,63,2.4
13,64,2.4
13,65,2.4
13,66,2.4
13,67,2.4
13,68,2.4
13,69,2.4
13,70,2.4
13,71,2.4
13,72,2.4
13,73,2.4
13,74,2.4
13,75,2.4
13,76,2.4
13,77,2.4
13,78,2.4
13,79,2.4
13,80,2.4
13,81,2.4
13,82,2.4
13,83,2.4
13,84,2.4
13,85,2.4
13,86,2.4
13,87,2.4
13,88,2.4
13,89,2.4
13,90,2.4
13,91,2.4
13,92,2.4
13,93,2.4
13,94,2.4
13,95,2.4
13,96,2.4
13,97,2.4
13,98,2.4
13,99,2.4
13,100,2.4
14,0,4.142857142857143
14,1,4.142857142857143
14,2,4.142857142857143
14,3,4.142857142857143
14,4,4.142857142857143
14,5,4.142857142857143
14,6,4.142857142857143
14,7,4.142857142857143
14,8,4.142857142857143
14,9,4.142857142857143
14,10,4.142857142857143
14,11,4.142857142857143
14,12,4.142857142857143
14,13,4.142857142857143
14,14,4.142857142857143
14,15,4.142857142857143
14,16,4.142857142857143
14,17,4.142857142857143
14,18,4.142857142857143
14,19,4.142857142857143
